id,trx_dt,cust_id,prd_id,qty,total_price
776,2022-11-04,52,32,3,66600
777,2022-11-04,77,13,8,91200
778,2022-11-04,75,23,1,10500
779,2022-11-03,27,16,4,36400
780,2022-11-04,70,9,5,55500
781,2022-11-05,6,22,6,18000
782,2022-11-04,52,8,6,18600
783,2022-11-01,27,13,10,114000
784,2022-11-05,26,29,9,25200
785,2022-11-05,14,3,7,21700
786,2022-11-03,61,14,6,68400
787,2022-11-04,3,15,6,51600
788,2022-11-04,38,30,6,117600
789,2022-11-02,52,3,1,3100
790,2022-11-03,53,31,5,44500
791,2022-11-02,37,22,1,3000
792,2022-11-05,50,10,8,92000
793,2022-11-05,26,1,4,12400
794,2022-11-03,4,17,10,24000
795,2022-11-03,29,4,7,21700
796,2022-11-03,62,32,7,155400
797,2022-11-02,94,7,1,3100
798,2022-11-02,2,13,5,57000
799,2022-11-01,67,16,5,45500
800,2022-11-05,73,6,4,12400
801,2022-11-02,17,26,1,5800
802,2022-11-02,17,12,9,102600
803,2022-11-04,83,34,9,329400
804,2022-11-01,12,11,5,58000
805,2022-11-02,82,24,10,46000
806,2022-11-01,18,17,6,14400
807,2022-11-03,22,20,8,156000
808,2022-11-02,83,2,9,27900
809,2022-11-04,83,13,4,45600
810,2022-11-04,76,16,9,81900
811,2022-11-02,65,4,6,18600
812,2022-11-05,13,29,4,11200
813,2022-11-01,95,26,5,29000
814,2022-11-01,17,27,6,34800
815,2022-11-03,22,11,8,92800
816,2022-11-05,99,30,10,196000
817,2022-11-03,41,17,8,19200
818,2022-11-01,30,12,1,11400
819,2022-11-02,11,30,2,39200
820,2022-11-03,88,10,10,115000
821,2022-11-03,48,12,9,102600
822,2022-11-01,94,10,7,80500
823,2022-11-02,45,30,10,196000
824,2022-11-01,45,15,9,77400
825,2022-11-03,64,24,7,32200
826,2022-11-05,60,32,7,155400
827,2022-11-03,28,31,7,62300
828,2022-11-04,31,10,2,23000
829,2022-11-05,12,28,4,23200
830,2022-11-02,79,27,3,17400
831,2022-11-02,41,11,10,116000
832,2022-11-03,15,9,7,77700
833,2022-11-02,94,30,2,39200
834,2022-11-04,48,35,3,55500
835,2022-11-03,55,8,2,6200
836,2022-11-05,20,30,7,137200
837,2022-11-01,26,28,2,11600
838,2022-11-05,92,5,1,3100
839,2022-11-05,45,21,2,6000
840,2022-11-03,65,27,8,46400
841,2022-11-02,64,18,4,34800
842,2022-11-05,70,31,6,53400
843,2022-11-03,8,23,8,84000
844,2022-11-02,45,8,10,31000
845,2022-11-04,99,35,6,111000
846,2022-11-03,7,2,10,31000
847,2022-11-03,69,2,1,3100
848,2022-11-03,75,28,10,58000
849,2022-11-01,48,12,2,22800
850,2022-11-02,92,18,5,43500
851,2022-11-05,45,8,9,27900
852,2022-11-01,67,1,2,6200
853,2022-11-02,11,20,10,195000
854,2022-11-05,7,14,2,22800
855,2022-11-01,36,10,4,46000
856,2022-11-02,19,1,2,6200
857,2022-11-02,25,33,4,118000
858,2022-11-05,3,16,9,81900
859,2022-11-04,57,28,3,17400
860,2022-11-01,26,22,7,21000
861,2022-11-01,39,9,2,22200
862,2022-11-02,43,14,4,45600
863,2022-11-05,66,12,7,79800
864,2022-11-04,80,26,5,29000
865,2022-11-02,56,10,7,80500
866,2022-11-03,19,6,2,6200
867,2022-11-02,65,28,2,11600
868,2022-11-03,15,18,8,69600
869,2022-11-05,17,23,1,10500
870,2022-11-02,79,35,5,92500
871,2022-11-03,24,15,4,34400
872,2022-11-05,92,29,1,2800
873,2022-11-05,70,24,9,41400
874,2022-11-02,81,22,10,30000
875,2022-11-03,82,18,9,78300
876,2022-11-02,55,4,2,6200
877,2022-11-02,34,23,10,105000
878,2022-11-03,3,4,10,31000
879,2022-11-03,98,34,5,183000
880,2022-11-01,94,11,10,116000
881,2022-11-02,4,30,7,137200
882,2022-11-03,21,4,10,31000
883,2022-11-03,19,28,9,52200
884,2022-11-01,69,3,7,21700
885,2022-11-02,52,28,8,46400
886,2022-11-03,24,1,8,24800
887,2022-11-01,79,31,9,80100
888,2022-11-04,31,29,2,5600
889,2022-11-03,18,6,9,27900
890,2022-11-03,66,10,8,92000
891,2022-11-05,63,22,10,30000
892,2022-11-03,69,34,2,73200
893,2022-11-02,80,10,2,23000
894,2022-11-02,1,15,7,60200
895,2022-11-05,81,5,8,24800
896,2022-11-03,62,27,8,46400
897,2022-11-02,23,5,7,21700
898,2022-11-01,31,13,9,102600
899,2022-11-04,50,24,3,13800
900,2022-11-05,71,26,6,34800
901,2022-11-03,95,16,4,36400
902,2022-11-02,6,13,4,45600
903,2022-11-04,32,24,5,23000
904,2022-11-03,49,5,6,18600
905,2022-11-05,66,33,6,177000
906,2022-11-04,43,9,7,77700
907,2022-11-05,100,29,7,19600
908,2022-11-03,43,35,1,18500
909,2022-11-04,21,9,6,66600
910,2022-11-02,84,12,8,91200
911,2022-11-04,73,17,3,7200
912,2022-11-01,1,12,7,79800
913,2022-11-05,100,32,5,111000
914,2022-11-02,78,14,3,34200
915,2022-11-02,97,22,8,24000
916,2022-11-04,100,35,1,18500
917,2022-11-02,61,7,3,9300
918,2022-11-05,35,4,8,24800
919,2022-11-03,9,1,8,24800
920,2022-11-03,60,24,3,13800
921,2022-11-01,10,11,7,81200
922,2022-11-03,90,4,10,31000
923,2022-11-01,90,4,2,6200
924,2022-11-01,28,7,5,15500
925,2022-11-01,67,27,1,5800
926,2022-11-03,62,28,7,40600
927,2022-11-03,21,31,1,8900
928,2022-11-05,14,7,10,31000
929,2022-11-02,68,8,2,6200
930,2022-11-04,75,32,3,66600
931,2022-11-04,24,11,4,46400
932,2022-11-01,27,29,3,8400
933,2022-11-04,86,20,9,175500
934,2022-11-04,24,25,10,46000
935,2022-11-05,17,9,5,55500
936,2022-11-04,8,31,2,17800
937,2022-11-01,6,30,10,196000
938,2022-11-05,78,33,2,59000
939,2022-11-03,15,8,10,31000
940,2022-11-05,9,30,1,19600
941,2022-11-04,22,14,10,114000
942,2022-11-05,10,8,10,31000
943,2022-11-03,34,5,8,24800
944,2022-11-03,97,16,3,27300
945,2022-11-03,45,20,2,39000
946,2022-11-02,5,22,3,9000
947,2022-11-05,83,2,10,31000
948,2022-11-05,3,7,6,18600
949,2022-11-01,69,3,9,27900
950,2022-11-01,68,1,8,24800
951,2022-11-01,49,1,9,27900
952,2022-11-02,84,4,3,9300
953,2022-11-02,89,17,9,21600
954,2022-11-04,48,34,9,329400
955,2022-11-04,50,4,10,31000
956,2022-11-02,38,8,7,21700
957,2022-11-05,79,2,4,12400
958,2022-11-02,97,12,10,114000
959,2022-11-04,86,18,3,26100
960,2022-11-02,53,14,9,102600
961,2022-11-04,43,28,1,5800
962,2022-11-05,51,16,3,27300
963,2022-11-04,87,34,1,36600
964,2022-11-04,77,27,7,40600
965,2022-11-01,42,15,8,68800
966,2022-11-02,76,6,5,15500
967,2022-11-02,77,31,6,53400
968,2022-11-03,24,15,3,25800
969,2022-11-02,65,21,3,9000
970,2022-11-02,86,4,1,3100
971,2022-11-02,41,21,1,3000
972,2022-11-03,23,12,2,22800
973,2022-11-04,94,18,3,26100
974,2022-11-04,90,16,1,9100
975,2022-11-02,64,13,7,79800
976,2022-11-03,74,10,8,92000
977,2022-11-04,10,16,10,91000
978,2022-11-03,79,7,3,9300
979,2022-11-05,85,22,7,21000
980,2022-11-04,96,11,1,11600
981,2022-11-04,35,13,2,22800
982,2022-11-05,4,9,5,55500
983,2022-11-02,2,14,2,22800
984,2022-11-04,11,28,8,46400
985,2022-11-03,89,10,4,46000
986,2022-11-04,30,15,7,60200
987,2022-11-05,4,31,1,8900
988,2022-11-04,2,7,2,6200
989,2022-11-03,71,3,7,21700
990,2022-11-02,36,26,6,34800
991,2022-11-04,46,6,9,27900
992,2022-11-03,43,19,2,60600
993,2022-11-02,29,21,2,6000
994,2022-11-02,64,3,3,9300
995,2022-11-03,37,32,9,199800
996,2022-11-02,9,13,9,102600
997,2022-11-03,50,33,1,29500
998,2022-11-01,78,28,3,17400
999,2022-11-04,60,24,3,13800
1000,2022-11-05,8,16,7,63700
1001,2022-11-01,14,3,9,27900
1002,2022-11-05,57,27,8,46400
1003,2022-11-02,92,14,9,102600
1004,2022-11-05,80,5,4,12400
1005,2022-11-05,52,14,7,79800
1006,2022-11-03,26,13,6,68400
1007,2022-11-02,33,28,6,34800
1008,2022-11-02,77,31,10,89000
1009,2022-11-01,17,2,5,15500
1010,2022-11-05,21,35,5,92500
1011,2022-11-04,17,35,9,166500
1012,2022-11-01,31,12,8,91200
1013,2022-11-04,100,19,10,303000
1014,2022-11-05,84,27,7,40600
1015,2022-11-02,40,31,7,62300
1016,2022-11-02,33,27,7,40600
1017,2022-11-01,51,8,9,27900
1018,2022-11-01,30,12,4,45600
1019,2022-11-02,23,25,5,23000
1020,2022-11-05,18,27,7,40600
1021,2022-11-01,12,16,7,63700
1022,2022-11-02,83,13,3,34200
1023,2022-11-02,26,18,5,43500
1024,2022-11-05,26,6,7,21700
1025,2022-11-05,19,5,2,6200
1026,2022-11-04,44,8,8,24800
1027,2022-11-05,82,15,9,77400
1028,2022-11-02,23,29,5,14000
1029,2022-11-04,1,10,5,57500
1030,2022-11-05,42,12,4,45600
1031,2022-11-02,33,14,8,91200
1032,2022-11-05,42,6,1,3100
1033,2022-11-03,36,30,4,78400
1034,2022-11-02,67,12,7,79800
1035,2022-11-05,21,7,6,18600
1036,2022-11-01,62,20,5,97500
1037,2022-11-01,2,25,4,18400
1038,2022-11-04,38,3,2,6200
1039,2022-11-05,36,6,4,12400
1040,2022-11-05,19,14,6,68400
1041,2022-11-02,20,21,5,15000
1042,2022-11-05,9,6,5,15500
1043,2022-11-01,80,34,8,292800
1044,2022-11-04,46,2,2,6200
1045,2022-11-01,56,16,3,27300
1046,2022-11-04,80,20,7,136500
1047,2022-11-04,57,30,10,196000
1048,2022-11-01,50,27,7,40600
1049,2022-11-01,75,29,9,25200
1050,2022-11-04,52,30,7,137200
1051,2022-11-04,94,16,8,72800
1052,2022-11-04,77,11,2,23200
1053,2022-11-05,97,34,1,36600
1054,2022-11-04,48,33,1,29500
1055,2022-11-05,96,9,1,11100
1056,2022-11-04,33,15,6,51600
1057,2022-11-01,39,31,6,53400
1058,2022-11-04,62,30,1,19600
1059,2022-11-01,38,34,8,292800
1060,2022-11-01,21,20,6,117000
1061,2022-11-02,46,4,8,24800
1062,2022-11-05,85,15,6,51600
1063,2022-11-04,10,6,3,9300
1064,2022-11-02,13,1,8,24800
1065,2022-11-03,32,13,10,114000
1066,2022-11-03,38,35,2,37000
1067,2022-11-01,100,5,5,15500
1068,2022-11-03,17,20,9,175500
1069,2022-11-05,57,11,3,34800
1070,2022-11-05,84,13,6,68400
1071,2022-11-03,3,11,7,81200
1072,2022-11-01,100,32,6,133200
1073,2022-11-04,100,14,6,68400
1074,2022-11-02,65,21,2,6000
1075,2022-11-01,22,12,10,114000
1076,2022-11-02,34,5,5,15500
1077,2022-11-05,35,35,3,55500
1078,2022-11-04,96,35,2,37000
1079,2022-11-02,53,12,8,91200
1080,2022-11-03,66,23,8,84000
1081,2022-11-04,21,34,5,183000
1082,2022-11-01,51,19,5,151500
1083,2022-11-01,78,2,1,3100
1084,2022-11-02,41,10,2,23000
1085,2022-11-04,91,17,5,12000
1086,2022-11-04,45,17,9,21600
1087,2022-11-04,15,23,8,84000
1088,2022-11-02,40,34,1,36600
1089,2022-11-02,11,4,4,12400
1090,2022-11-04,46,5,10,31000
1091,2022-11-05,31,18,1,8700
1092,2022-11-02,41,25,2,9200
1093,2022-11-03,63,6,1,3100
1094,2022-11-01,20,12,10,114000
1095,2022-11-02,8,10,5,57500
1096,2022-11-05,88,4,1,3100
1097,2022-11-05,22,1,2,6200
1098,2022-11-01,65,2,4,12400
1099,2022-11-04,81,2,10,31000
1100,2022-11-01,36,10,1,11500
1101,2022-11-04,100,34,4,146400
1102,2022-11-01,88,16,6,54600
1103,2022-11-04,71,21,7,21000
1104,2022-11-01,23,26,1,5800
1105,2022-11-01,54,24,2,9200
1106,2022-11-02,61,32,1,22200
1107,2022-11-05,78,20,9,175500
1108,2022-11-01,59,5,1,3100
1109,2022-11-01,31,13,3,34200
1110,2022-11-04,86,12,1,11400
1111,2022-11-04,91,34,4,146400
1112,2022-11-03,96,14,2,22800
1113,2022-11-05,98,25,8,36800
1114,2022-11-04,96,29,1,2800
1115,2022-11-02,6,9,10,111000
1116,2022-11-02,100,18,4,34800
1117,2022-11-05,84,32,5,111000
1118,2022-11-05,35,4,4,12400
1119,2022-11-03,30,20,5,97500
1120,2022-11-03,18,16,8,72800
1121,2022-11-04,83,32,10,222000
1122,2022-11-03,20,17,3,7200
1123,2022-11-04,74,16,10,91000
1124,2022-11-03,33,8,7,21700
1125,2022-11-01,25,7,7,21700
1126,2022-11-03,58,27,4,23200
1127,2022-11-05,19,15,7,60200
1128,2022-11-03,84,6,3,9300
1129,2022-11-01,98,25,8,36800
1130,2022-11-01,72,24,2,9200
1131,2022-11-03,29,17,7,16800
1132,2022-11-02,35,19,10,303000
1133,2022-11-03,48,33,2,59000
1134,2022-11-05,30,17,1,2400
1135,2022-11-01,80,34,10,366000
1136,2022-11-02,18,3,5,15500
1137,2022-11-04,51,5,10,31000
1138,2022-11-01,87,35,4,74000
1139,2022-11-04,67,12,5,57000
1140,2022-11-02,43,28,2,11600
1141,2022-11-01,60,11,2,23200
1142,2022-11-03,40,19,3,90900
1143,2022-11-03,97,27,3,17400
1144,2022-11-05,97,1,8,24800
1145,2022-11-04,78,14,3,34200
1146,2022-11-03,71,3,2,6200
1147,2022-11-05,90,31,4,35600
1148,2022-11-05,63,31,1,8900
1149,2022-11-02,20,29,10,28000
1150,2022-11-03,80,22,5,15000
1151,2022-11-05,11,17,3,7200
1152,2022-11-05,91,2,5,15500
1153,2022-11-05,87,2,7,21700
1154,2022-11-03,59,16,9,81900
1155,2022-11-05,13,13,10,114000
1156,2022-11-02,82,12,7,79800
1157,2022-11-01,36,16,5,45500
1158,2022-11-05,77,25,1,4600
1159,2022-11-01,56,15,3,25800
1160,2022-11-04,67,22,4,12000
1161,2022-11-04,62,30,2,39200
1162,2022-11-01,41,24,8,36800
1163,2022-11-01,47,17,3,7200
1164,2022-11-05,34,19,1,30300
1165,2022-11-04,53,2,6,18600
1166,2022-11-01,56,33,10,295000
1167,2022-11-05,95,14,4,45600
1168,2022-11-02,55,8,6,18600
1169,2022-11-05,49,26,5,29000
1170,2022-11-04,64,35,9,166500
1171,2022-11-05,88,22,6,18000
1172,2022-11-02,2,8,8,24800
1173,2022-11-01,71,35,1,18500
1174,2022-11-05,98,15,6,51600
1175,2022-11-05,36,32,10,222000
1176,2022-11-01,66,26,4,23200
1177,2022-11-02,92,11,10,116000
1178,2022-11-03,91,6,8,24800
1179,2022-11-01,47,8,3,9300
1180,2022-11-02,38,30,4,78400
1181,2022-11-04,47,33,6,177000
1182,2022-11-03,97,12,2,22800
1183,2022-11-01,13,14,5,57000
1184,2022-11-05,56,18,8,69600
1185,2022-11-01,53,2,5,15500
1186,2022-11-05,43,20,10,195000
1187,2022-11-02,67,32,2,44400
1188,2022-11-04,5,20,1,19500
1189,2022-11-04,92,21,2,6000
1190,2022-11-04,13,20,7,136500
1191,2022-11-05,29,16,8,72800
1192,2022-11-03,51,20,6,117000
1193,2022-11-01,18,19,7,212100
1194,2022-11-01,99,10,2,23000
1195,2022-11-03,52,29,8,22400
1196,2022-11-02,63,28,2,11600
1197,2022-11-03,8,8,9,27900
1198,2022-11-04,58,5,4,12400
1199,2022-11-02,19,31,3,26700
1200,2022-11-05,89,32,2,44400
1201,2022-11-02,43,3,10,31000
1202,2022-11-05,39,27,5,29000
1203,2022-11-05,67,21,6,18000
1204,2022-11-04,30,33,4,118000
1205,2022-11-05,16,35,7,129500
1206,2022-11-05,2,30,5,98000
1207,2022-11-01,41,4,7,21700
1208,2022-11-04,83,28,9,52200
1209,2022-11-03,98,9,3,33300
1210,2022-11-02,16,15,5,43000
1211,2022-11-02,19,26,8,46400
1212,2022-11-03,69,6,5,15500
1213,2022-11-01,11,22,5,15000
1214,2022-11-02,57,8,2,6200
1215,2022-11-02,72,1,1,3100
1216,2022-11-02,87,22,2,6000
1217,2022-11-03,16,26,9,52200
1218,2022-11-01,12,14,7,79800
1219,2022-11-05,14,10,8,92000
1220,2022-11-02,19,25,3,13800
1221,2022-11-01,77,35,7,129500
1222,2022-11-05,47,28,8,46400
1223,2022-11-04,39,25,1,4600
1224,2022-11-05,73,22,2,6000
1225,2022-11-02,13,3,9,27900
1226,2022-11-01,23,13,1,11400
1227,2022-11-03,3,26,10,58000
1228,2022-11-01,4,28,4,23200
1229,2022-11-03,6,10,9,103500
1230,2022-11-05,67,27,7,40600
1231,2022-11-01,35,10,2,23000
1232,2022-11-04,69,10,9,103500
1233,2022-11-04,25,3,2,6200
1234,2022-11-05,78,13,9,102600
1235,2022-11-01,76,1,1,3100
1236,2022-11-04,44,27,4,23200
1237,2022-11-05,57,12,7,79800
1238,2022-11-03,53,5,2,6200
1239,2022-11-03,69,34,6,219600
1240,2022-11-04,11,27,9,52200
1241,2022-11-04,92,21,9,27000
1242,2022-11-03,23,30,2,39200
1243,2022-11-03,52,5,10,31000
1244,2022-11-05,75,7,7,21700
1245,2022-11-03,16,6,8,24800
1246,2022-11-02,54,15,9,77400
1247,2022-11-03,39,25,8,36800
1248,2022-11-02,20,5,8,24800
1249,2022-11-03,34,35,5,92500
1250,2022-11-03,56,24,10,46000
1251,2022-11-05,76,6,8,24800
1252,2022-11-05,5,27,10,58000
1253,2022-11-01,20,18,7,60900
1254,2022-11-04,64,35,6,111000
1255,2022-11-05,52,30,7,137200
1256,2022-11-01,11,29,2,5600
1257,2022-11-01,82,5,3,9300
1258,2022-11-04,59,15,3,25800
1259,2022-11-03,15,9,7,77700
1260,2022-11-04,60,23,6,63000
1261,2022-11-02,53,26,8,46400
1262,2022-11-04,48,5,8,24800
1263,2022-11-04,50,16,8,72800
1264,2022-11-05,35,13,4,45600
1265,2022-11-03,42,24,2,9200
1266,2022-11-02,84,25,6,27600
1267,2022-11-02,25,7,8,24800
1268,2022-11-03,6,14,5,57000
1269,2022-11-02,33,20,7,136500
1270,2022-11-02,55,18,1,8700
1271,2022-11-03,39,20,9,175500
1272,2022-11-01,97,3,9,27900
1273,2022-11-03,69,7,8,24800
1274,2022-11-04,12,28,9,52200
1275,2022-11-04,23,12,3,34200
1276,2022-11-02,39,22,4,12000
1277,2022-11-01,79,16,1,9100
1278,2022-11-01,38,6,8,24800
1279,2022-11-02,10,25,2,9200
1280,2022-11-04,8,9,6,66600
1281,2022-11-05,21,31,2,17800
1282,2022-11-05,91,27,5,29000
1283,2022-11-05,64,33,9,265500
1284,2022-11-05,80,17,10,24000
1285,2022-11-03,19,17,10,24000
1286,2022-11-05,89,26,2,11600
1287,2022-11-05,54,14,10,114000
1288,2022-11-04,35,11,8,92800
1289,2022-11-01,6,5,8,24800
1290,2022-11-05,72,32,10,222000
1291,2022-11-02,36,27,3,17400
1292,2022-11-03,76,3,3,9300
1293,2022-11-01,80,4,5,15500
1294,2022-11-05,77,35,1,18500
1295,2022-11-03,92,16,10,91000
1296,2022-11-04,30,35,10,185000
1297,2022-11-05,19,35,3,55500
1298,2022-11-04,69,12,1,11400
1299,2022-11-03,99,13,7,79800
1300,2022-11-05,71,25,5,23000
1301,2022-11-03,68,29,9,25200
1302,2022-11-01,67,4,7,21700
1303,2022-11-04,9,13,4,45600
1304,2022-11-01,34,10,7,80500
1305,2022-11-05,43,4,4,12400
1306,2022-11-02,94,11,7,81200
1307,2022-11-01,74,10,2,23000
1308,2022-11-05,80,33,2,59000
1309,2022-11-05,89,14,7,79800
1310,2022-11-04,13,29,7,19600
1311,2022-11-01,8,17,9,21600
1312,2022-11-03,75,9,9,99900
1313,2022-11-04,33,9,2,22200
1314,2022-11-02,86,10,1,11500
1315,2022-11-03,89,26,7,40600
1316,2022-11-04,12,13,8,91200
1317,2022-11-05,63,7,3,9300
1318,2022-11-03,88,8,10,31000
1319,2022-11-03,52,26,4,23200
1320,2022-11-03,29,7,7,21700
1321,2022-11-04,58,9,10,111000
1322,2022-11-04,7,28,5,29000
1323,2022-11-03,66,32,5,111000
1324,2022-11-02,57,9,6,66600
1325,2022-11-01,47,6,8,24800
1326,2022-11-05,74,11,4,46400
1327,2022-11-05,89,9,1,11100
1328,2022-11-02,64,17,8,19200
1329,2022-11-04,18,25,2,9200
1330,2022-11-02,78,4,9,27900
1331,2022-11-05,74,8,5,15500
1332,2022-11-01,70,18,5,43500
1333,2022-11-01,9,33,10,295000
1334,2022-11-05,42,4,4,12400
1335,2022-11-02,30,27,1,5800
1336,2022-11-03,46,25,2,9200
1337,2022-11-04,16,25,9,41400
1338,2022-11-04,60,25,2,9200
1339,2022-11-05,72,15,1,8600
1340,2022-11-02,41,16,6,54600
1341,2022-11-05,87,12,3,34200
1342,2022-11-01,36,22,6,18000
1343,2022-11-05,3,17,7,16800
1344,2022-11-01,84,14,9,102600
1345,2022-11-04,86,34,9,329400
1346,2022-11-03,25,34,4,146400
1347,2022-11-05,96,34,3,109800
1348,2022-11-01,47,33,9,265500
1349,2022-11-04,98,28,6,34800
1350,2022-11-04,25,18,2,17400
1351,2022-11-04,42,6,5,15500
1352,2022-11-01,42,19,10,303000
1353,2022-11-05,20,13,7,79800
1354,2022-11-05,18,30,9,176400
1355,2022-11-01,16,8,3,9300
1356,2022-11-03,55,5,10,31000
1357,2022-11-02,14,10,3,34500
1358,2022-11-01,34,27,4,23200
1359,2022-11-04,89,28,7,40600
1360,2022-11-03,40,5,9,27900
1361,2022-11-03,3,23,4,42000
1362,2022-11-03,92,7,3,9300
1363,2022-11-01,71,20,6,117000
1364,2022-11-01,28,21,7,21000
1365,2022-11-03,43,21,10,30000
1366,2022-11-02,88,8,7,21700
1367,2022-11-02,59,1,6,18600
1368,2022-11-05,47,2,5,15500
1369,2022-11-01,84,14,3,34200
1370,2022-11-05,56,25,7,32200
1371,2022-11-03,26,9,8,88800
1372,2022-11-04,29,31,5,44500
1373,2022-11-02,1,8,4,12400
1374,2022-11-05,61,15,8,68800
1375,2022-11-03,92,13,5,57000
1376,2022-11-03,8,25,4,18400
1377,2022-11-03,1,8,4,12400
1378,2022-11-01,69,16,6,54600
1379,2022-11-02,32,3,10,31000
1380,2022-11-03,44,1,9,27900
1381,2022-11-05,22,16,3,27300
1382,2022-11-03,2,16,9,81900
1383,2022-11-01,31,27,4,23200
1384,2022-11-03,96,6,9,27900
1385,2022-11-05,13,29,8,22400
1386,2022-11-04,33,5,2,6200
1387,2022-11-01,91,13,4,45600
1388,2022-11-02,52,6,5,15500
1389,2022-11-05,56,29,4,11200
1390,2022-11-04,33,12,9,102600
1391,2022-11-05,4,7,6,18600
1392,2022-11-05,13,35,6,111000
1393,2022-11-02,79,4,2,6200
1394,2022-11-05,87,13,8,91200
1395,2022-11-01,5,2,4,12400
1396,2022-11-02,5,18,7,60900
1397,2022-11-01,34,10,4,46000
1398,2022-11-03,91,26,5,29000
1399,2022-11-05,44,13,1,11400
1400,2022-11-02,73,35,5,92500
1401,2022-11-05,27,23,7,73500
1402,2022-11-01,17,23,7,73500
1403,2022-11-05,82,29,8,22400
1404,2022-11-01,82,2,2,6200
1405,2022-11-01,77,29,7,19600
1406,2022-11-05,4,6,7,21700
1407,2022-11-03,56,7,7,21700
1408,2022-11-05,65,5,6,18600
1409,2022-11-01,59,8,9,27900
1410,2022-11-04,56,29,3,8400
1411,2022-11-04,52,8,9,27900
1412,2022-11-05,78,23,9,94500
1413,2022-11-02,3,20,9,175500
1414,2022-11-04,82,10,8,92000
1415,2022-11-01,20,34,4,146400
1416,2022-11-02,100,6,8,24800
1417,2022-11-03,98,23,1,10500
1418,2022-11-04,14,6,1,3100
1419,2022-11-05,94,21,8,24000
1420,2022-11-05,31,32,3,66600
1421,2022-11-04,27,35,9,166500
1422,2022-11-03,22,10,1,11500
1423,2022-11-03,6,3,1,3100
1424,2022-11-04,15,27,2,11600
1425,2022-11-01,100,31,5,44500
1426,2022-11-04,75,9,10,111000
1427,2022-11-02,38,18,6,52200
1428,2022-11-05,73,10,2,23000
1429,2022-11-03,83,15,9,77400
1430,2022-11-03,37,35,3,55500
1431,2022-11-01,32,34,7,256200
1432,2022-11-04,69,7,10,31000
1433,2022-11-04,12,1,3,9300
1434,2022-11-03,90,35,7,129500
1435,2022-11-03,60,20,6,117000
1436,2022-11-04,64,35,8,148000
1437,2022-11-01,43,11,3,34800
1438,2022-11-05,46,11,10,116000
1439,2022-11-04,45,4,9,27900
1440,2022-11-01,33,23,9,94500
1441,2022-11-04,58,15,10,86000
1442,2022-11-02,75,10,9,103500
1443,2022-11-02,73,15,3,25800
1444,2022-11-01,31,11,2,23200
1445,2022-11-01,51,19,6,181800
1446,2022-11-01,79,34,8,292800
1447,2022-11-03,67,35,4,74000
1448,2022-11-03,45,27,9,52200
1449,2022-11-05,25,12,9,102600
1450,2022-11-05,32,35,2,37000
1451,2022-11-04,68,16,7,63700
1452,2022-11-04,41,27,10,58000
1453,2022-11-01,81,34,2,73200
1454,2022-11-05,17,14,2,22800
1455,2022-11-04,61,24,7,32200
1456,2022-11-05,1,22,5,15000
1457,2022-11-05,94,12,3,34200
1458,2022-11-03,49,34,9,329400
1459,2022-11-03,58,29,1,2800
1460,2022-11-01,40,4,8,24800
1461,2022-11-02,5,5,4,12400
1462,2022-11-02,39,30,1,19600
1463,2022-11-05,81,1,4,12400
1464,2022-11-05,87,8,2,6200
1465,2022-11-01,78,31,1,8900
1466,2022-11-04,84,29,10,28000
1467,2022-11-05,65,28,4,23200
1468,2022-11-02,5,9,7,77700
1469,2022-11-05,7,5,8,24800
1470,2022-11-02,47,15,2,17200
1471,2022-11-03,10,35,1,18500
1472,2022-11-05,51,6,8,24800
1473,2022-11-02,76,7,5,15500
1474,2022-11-03,30,4,6,18600
1475,2022-11-03,64,24,3,13800
1476,2022-11-03,86,26,2,11600
1477,2022-11-03,57,10,10,115000
1478,2022-11-01,6,24,3,13800
1479,2022-11-03,76,35,2,37000
1480,2022-11-01,2,28,7,40600
1481,2022-11-01,90,9,5,55500
1482,2022-11-02,56,33,8,236000
1483,2022-11-03,73,8,10,31000
1484,2022-11-02,72,30,6,117600
1485,2022-11-05,75,16,4,36400
1486,2022-11-01,45,3,2,6200
1487,2022-11-02,82,7,4,12400
1488,2022-11-05,65,1,8,24800
1489,2022-11-04,97,9,9,99900
1490,2022-11-04,75,10,3,34500
1491,2022-11-03,44,22,9,27000
1492,2022-11-05,45,28,9,52200
1493,2022-11-02,82,16,3,27300
1494,2022-11-02,40,18,9,78300
1495,2022-11-03,75,27,9,52200
1496,2022-11-03,53,4,3,9300
1497,2022-11-02,85,33,4,118000
1498,2022-11-01,96,35,7,129500
1499,2022-11-03,17,2,5,15500
1500,2022-11-04,16,26,8,46400
1501,2022-11-01,31,32,7,155400
1502,2022-11-03,8,21,4,12000
1503,2022-11-04,66,25,1,4600
1504,2022-11-05,87,1,9,27900
1505,2022-11-01,49,32,9,199800
1506,2022-11-03,23,29,6,16800
1507,2022-11-03,14,31,7,62300
1508,2022-11-02,31,28,1,5800
1509,2022-11-01,94,28,3,17400
1510,2022-11-03,46,6,4,12400
1511,2022-11-01,92,25,1,4600
1512,2022-11-01,63,16,3,27300
1513,2022-11-02,100,32,3,66600
1514,2022-11-04,20,35,5,92500
1515,2022-11-05,2,8,5,15500
1516,2022-11-03,7,25,5,23000
1517,2022-11-02,74,14,8,91200
1518,2022-11-02,15,27,7,40600
1519,2022-11-05,16,3,9,27900
1520,2022-11-05,35,29,8,22400
1521,2022-11-04,55,11,9,104400
1522,2022-11-04,56,11,5,58000
